Date,Unique visitors,Visits,Users,Actions,Maximum actions in one visit,Bounces,Total time spent by visitors (in seconds),Returning Visits,Actions by Returning Visits,Unique returning visitors,Returning Users,Maximum actions in one returning visit,Bounce Rate for Returning Visits,Avg. Actions per Returning Visit,Avg. Duration of a Returning Visit (in sec),Conversions,Visits with Conversions,Revenue,Conversion Rate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Pageviews,Unique Pageviews,Downloads,Unique Downloads,Outlinks,Unique Outlinks,Searches,Unique Keywords,nb_hits_with_time_generation,Avg. generation time,Bounce Rate,Actions per Visit,Avg. Visit Duration (in seconds)
2016-03-19,171,183,0,463,20,121,22086,40,94,37,0,18,68%,2.4,00:02:43,0,0,0,0%,0,0,0,0%,0,0,0,0%,435,349,1,1,27,26,0,0,393,0.69s,66%,2.5,00:02:01
2016-03-20,159,174,0,399,32,126,13318,35,89,29,0,22,60%,2.5,00:00:43,0,0,0,0%,0,0,0,0%,0,0,0,0%,381,303,0,0,18,18,0,0,364,0.61s,72%,2.3,00:01:17
2016-03-21,331,360,0,916,28,234,37343,86,241,68,0,17,60%,2.8,00:02:26,0,0,0,0%,0,0,0,0%,0,0,0,0%,868,705,5,5,43,41,0,0,825,0.6s,65%,2.5,00:01:44
2016-03-22,236,271,0,770,41,171,36107,91,263,69,0,41,65%,2.9,00:03:00,0,0,0,0%,0,0,0,0%,0,0,0,0%,731,567,2,2,37,34,0,0,701,0.73s,63%,2.8,00:02:13
2016-03-23,210,238,0,869,96,129,36139,80,391,63,0,96,54%,4.9,00:04:19,0,0,0,0%,0,0,0,0%,0,0,0,0%,803,551,2,2,64,54,0,0,743,0.62s,54%,3.7,00:02:32
2016-03-24,214,237,0,758,30,132,34419,59,187,48,0,21,58%,3.2,00:02:39,0,0,0,0%,0,0,0,0%,0,0,0,0%,721,540,3,2,34,33,0,0,670,0.59s,56%,3.2,00:02:25
2016-03-25,186,208,0,589,25,118,32079,75,202,58,0,18,55%,2.7,00:04:07,0,0,0,0%,0,0,0,0%,0,0,0,0%,552,457,2,2,29,28,6,6,515,0.9s,57%,2.8,00:02:34
2016-03-26,143,156,0,285,14,114,10255,37,67,31,0,10,78%,1.8,00:02:45,0,0,0,0%,0,0,0,0%,0,0,0,0%,276,226,0,0,9,7,0,0,252,0.65s,73%,1.8,00:01:06
2016-03-27,141,154,0,385,36,101,12568,36,66,30,0,5,58%,1.8,00:01:03,0,0,0,0%,0,0,0,0%,0,0,0,0%,359,293,0,0,26,23,0,0,331,0.78s,66%,2.5,00:01:22
2016-03-28,211,237,0,796,44,127,43355,77,243,66,0,24,58%,3.2,00:04:23,0,0,0,0%,0,0,0,0%,0,0,0,0%,744,553,2,2,50,49,0,0,704,0.6s,54%,3.4,00:03:03
2016-03-29,205,234,0,784,39,126,38524,79,366,63,0,39,53%,4.6,00:04:54,0,0,0,0%,0,0,0,0%,0,0,0,0%,733,562,6,5,45,42,0,0,702,0.59s,54%,3.4,00:02:45
2016-03-30,222,247,0,627,29,158,30750,86,198,68,0,14,60%,2.3,00:02:43,0,0,0,0%,0,0,0,0%,0,0,0,0%,589,472,0,0,38,37,0,0,563,0.59s,64%,2.5,00:02:04
2016-03-31,235,263,0,642,17,164,29666,77,226,62,0,17,61%,2.9,00:02:48,0,0,0,0%,0,0,0,0%,0,0,0,0%,598,495,3,3,41,40,0,0,578,0.6s,62%,2.4,00:01:53
2016-04-01,209,234,0,631,31,144,29191,66,187,47,0,18,59%,2.8,00:02:52,0,0,0,0%,0,0,0,0%,0,0,0,0%,584,449,2,2,45,43,0,0,529,0.61s,62%,2.7,00:02:05
2016-04-02,124,134,0,268,15,97,11069,34,99,27,0,15,65%,2.9,00:02:24,0,0,0,0%,0,0,0,0%,0,0,0,0%,246,213,1,1,13,13,8,8,231,0.88s,72%,2,00:01:23
2016-04-03,112,129,0,373,49,78,23558,35,101,25,0,25,54%,2.9,00:04:43,0,0,0,0%,0,0,0,0%,0,0,0,0%,328,272,1,1,36,35,8,8,293,0.8s,60%,2.9,00:03:03
2016-04-04,241,262,0,681,35,176,33071,65,165,54,0,28,65%,2.5,00:02:53,0,0,0,0%,0,0,0,0%,0,0,0,0%,636,492,6,6,39,34,0,0,587,0.62s,67%,2.6,00:02:06
2016-04-05,205,227,0,573,17,146,21571,66,243,53,0,17,61%,3.7,00:03:22,0,0,0,0%,0,0,0,0%,0,0,0,0%,538,421,1,1,34,32,0,0,512,0.63s,64%,2.5,00:01:35
2016-04-06,213,246,0,743,40,140,33466,74,281,58,0,40,49%,3.8,00:03:15,0,0,0,0%,0,0,0,0%,0,0,0,0%,680,526,6,3,57,50,0,0,628,0.55s,57%,3,00:02:16
2016-04-07,226,255,0,689,28,159,28343,69,192,57,0,24,67%,2.8,00:03:14,0,0,0,0%,0,0,0,0%,0,0,0,0%,633,505,0,0,56,54,0,0,581,0.68s,62%,2.7,00:01:51
2016-04-08,225,262,0,610,39,181,25420,82,192,56,0,21,63%,2.3,00:02:45,0,0,0,0%,0,0,0,0%,0,0,0,0%,582,477,2,2,26,26,0,0,499,0.66s,69%,2.3,00:01:37
2016-04-09,119,132,0,275,14,96,9952,36,69,30,0,11,81%,1.9,00:01:23,0,0,0,0%,0,0,0,0%,0,0,0,0%,260,217,0,0,15,15,0,0,236,0.71s,73%,2.1,00:01:15
2016-04-10,106,114,0,305,32,69,16876,28,76,24,0,12,46%,2.7,00:03:49,0,0,0,0%,0,0,0,0%,0,0,0,0%,282,215,0,0,23,23,0,0,262,0.63s,61%,2.7,00:02:28
2016-04-11,183,198,0,524,31,133,19514,60,121,51,0,11,70%,2,00:01:18,0,0,0,0%,0,0,0,0%,0,0,0,0%,491,378,0,0,33,32,0,0,476,0.54s,67%,2.6,00:01:39
2016-04-12,202,231,0,556,18,139,24237,63,161,52,0,18,68%,2.6,00:02:54,0,0,0,0%,0,0,0,0%,0,0,0,0%,506,419,0,0,50,46,0,0,484,0.57s,60%,2.4,00:01:45
2016-04-13,204,225,0,632,29,136,25970,61,188,49,0,29,61%,3.1,00:02:56,0,0,0,0%,0,0,0,0%,0,0,0,0%,577,452,0,0,55,48,0,0,543,0.7s,60%,2.8,00:01:55
2016-04-14,196,217,0,609,29,122,33680,77,190,65,0,11,60%,2.5,00:01:50,0,0,0,0%,0,0,0,0%,0,0,0,0%,558,420,1,1,50,45,0,0,524,0.61s,56%,2.8,00:02:35
2016-04-15,217,232,0,547,19,150,17980,61,123,52,0,14,62%,2,00:02:45,0,0,0,0%,0,0,0,0%,0,0,0,0%,520,409,0,0,27,27,0,0,491,0.56s,65%,2.4,00:01:18
2016-04-16,183,198,0,422,19,127,20213,55,133,50,0,19,62%,2.4,00:01:32,0,0,0,0%,0,0,0,0%,0,0,0,0%,397,332,0,0,25,25,0,0,380,0.54s,64%,2.1,00:01:42
